const,povertyPercent,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctPublicCoverage,PctPublicCoverageAlone,new_inc_rate,medIncome new_inc_rate,povertyPercent PctHS25_Over,povertyPercent PctEmployed16_Over,povertyPercent PctUnemployed16_Over,povertyPercent new_inc_rate,PctHS25_Over PctBachDeg25_Over,PctHS25_Over PctEmployed16_Over,PctHS25_Over PctUnemployed16_Over,PctHS25_Over PctPrivateCoverage,PctHS25_Over PctPrivateCoverageAlone,PctHS25_Over new_inc_rate,PctHS25_Over binnedInc_encoded,PctBachDeg25_Over PctEmployed16_Over,PctBachDeg25_Over PctUnemployed16_Over,PctBachDeg25_Over new_inc_rate,PctEmployed16_Over PctUnemployed16_Over,PctEmployed16_Over PctPrivateCoverageAlone,PctEmployed16_Over PctPublicCoverage,PctEmployed16_Over new_inc_rate,PctUnemployed16_Over PctPrivateCoverageAlone,PctUnemployed16_Over PctPublicCoverage,PctUnemployed16_Over new_inc_rate,PctPrivateCoverage PctPrivateCoverageAlone,PctPrivateCoverage new_inc_rate,PctPrivateCoverageAlone new_inc_rate,PctPublicCoverage PctPublicCoverageAlone,PctPublicCoverage new_inc_rate,PctPublicCoverageAlone new_inc_rate,new_inc_rate binnedInc_encoded
1.0,-0.8896669744337362,-1.6556957494021658,1.1861280880055083,-0.27095781016226306,0.04123158962500868,1.0141659424851368,0.0,-0.43564325365016837,-0.8623883547942207,0.7794390529580841,0.9639279967336419,1.4730178279534223,0.24106221516625123,-0.036682383592774905,-0.6934411840007154,-1.963867233557238,0.4486236945529779,-0.06826696768322131,-1.6791502401610823,-0.0,-1.2905139269007495,-2.5988744986038603,-0.32139066929792454,0.0489059465673393,0.9245145536019964,-0.011172021234301438,-0.0,0.11804094202101294,-0.21119509894447067,0.0,-0.017962263857407307,0.03213751116927314,0.0,0.7904805417529579,0.0,0.3756936687925701,-0.33955736505266565,-0.6721791625428877,1.2234520011784351
1.0,0.2622189929360489,-1.2566024176353239,1.764599027033507,0.21017989672260698,-0.016726872120269267,0.5538127693885896,0.6003703162338164,-0.6653351607642205,-0.6497964184835301,-0.6990241675488209,-0.06529428985363023,-0.32950502047333896,0.055113160854004764,-0.00438610356234708,-0.18329741325261173,-2.2173994035272453,-0.2641125663599706,0.021019027945807258,-0.6959224649310157,-0.7544267908558977,0.878395458927368,-0.6631565923692591,0.37088324125871525,-0.02951622226874104,-1.2334973659295565,-0.0035156522547304487,0.12618577106134243,-0.139840075375343,-0.1469208273420175,-0.010042317504448667,0.01112897615122191,0.011692487859566805,0.3324927474921532,-0.38712851009976595,-0.4196733605263659,0.43233240455575417,0.4650853568941702,0.4542234005066549,-0.368901474666718
1.0,-0.36042207050707825,-0.8290024193137076,0.5143553846181544,-0.9926643704895681,-0.24856071910138083,-0.056859807168055713,-0.5390349481649234,0.7383376049327671,0.2986906819795506,-1.8363035679387478,-0.3576693617604877,0.29879076842442354,0.3577781477304556,0.08958676902524795,0.6618443340360187,-0.4264018582354826,0.8229211647023705,0.2060574374813996,0.04713691770402908,0.4468612761233604,1.5223001004156151,-0.4374959109918681,-0.5105822640798999,-0.1278485442743558,-0.944512627962824,0.24673736975520658,0.5350807874920106,-0.7329214338093607,1.822833125295665,0.13398291433664888,-0.18352172602167982,0.4564329353352865,0.03064942320950045,0.1044118667750099,0.9898317985589268,0.22053456274851624,-1.3558119782813898,-0.5484867650291066,-0.9690868007092877
1.0,0.028728594144876326,-0.4584157541016398,-0.7358882577971979,-0.7039817463586463,1.2293800554032055,-0.5547928311296285,-0.893024933220843,1.1466787731355266,0.9364664909116219,-0.3578403474318428,0.08196228471462508,-0.013169640149203436,-0.020224405876538818,0.03531836066148426,-0.010280250110030949,0.3373427706326444,0.3227163231307882,-0.5635671851751762,0.25432577405247236,0.40937669819399924,0.164039652715961,0.0764981447525644,0.5180519008488931,-0.9046863471412875,0.2633305098411628,-0.865461118341238,0.6286732520306225,-0.807240925224338,0.2519130727026534,-1.0978670418794838,1.4097040136470333,-0.4399217861512612,0.4954438309709389,0.19852725944412195,0.3195603523690447,1.0738262468810704,-0.41032793057153605,-0.33510549446609345,0.0597146203009412
1.0,-0.6873086288147199,-0.2018557551086704,0.32775185589944517,-0.7160101890307674,-0.8861037982994378,-0.25415402420943356,-0.49478620003293367,0.9807901735531557,0.5603422959004001,-1.8363035679387478,-0.45020794714330464,0.13873720226210015,0.49211998124010514,0.6090267865967016,1.2621072873675585,-0.06615859836085064,0.14453077737230738,0.178865151310394,0.05130245247070251,0.09987544202499747,0.3706684433150216,-0.10652691163836145,-0.23467366829774658,-0.2904221644121883,-0.6018519023866975,0.6344593481212614,0.35427196061539595,-0.7022557575653142,1.3148120647976955,0.4384319311953279,-0.869081898120216,1.6271555663813342,0.12575190386166385,0.46670394146177374,0.9085776644873311,0.5495782176453271,-1.8010284950949236,-1.0289585572288942,-0.9690868007092877
1.0,-0.20476180464629654,-0.6294557534302868,-0.25071908312855373,-1.2091763385877594,1.4612139023843174,-0.40447342766953104,-1.0589577387158051,0.878704881502466,0.15151164914907225,1.1206228730750623,0.49412191331118377,0.12888849601737978,0.2475931292248309,-0.29920079562647023,-0.22946076181876746,0.1578165693700345,0.7611230032358337,-0.91976949784813,0.25459812615625527,0.6665670412741899,-0.705382514882676,-0.5508016147890198,0.30316358295146467,-0.36635420986049205,-0.28096153927026524,-1.7668652763786006,1.2804666412195504,-1.0625091513143428,-1.3550306626025992,-1.547363769848994,1.2839757889443675,1.6374697214671372,0.42832026633555736,-0.45326217459754825,-1.1866922636247765,0.13313402571177874,0.9846967888943755,0.16978741957377416,0.9805945607702122
1.0,0.9782562158956445,-0.7149757530946097,-0.25071908312855373,-0.282986252834385,0.30204466747875935,-1.3909445128764197,-1.479320845969709,1.2870460497052254,1.541535848103587,0.21079935276312067,-0.1613559194496016,-0.6994294746794715,-0.27683306084825354,0.29547707343922935,0.2062157771473015,0.17925806527502774,0.20232830923568604,-0.21595461359883694,0.9944916006066332,1.0576785359157477,-0.1507164259936685,0.6159429361310128,0.0709500538486221,-0.07572836209414344,-0.05285142044886217,-0.08547448863842194,0.41862746294076036,-0.3642163388313794,-0.05965331893834918,-0.4468209730153177,0.3887453961130656,0.06367082041007448,2.05765321348527,-0.29321020304376344,-0.3118398768594068,1.984027623780716,0.27130847425419274,0.32495475904138443,-0.18160108467098246
1.0,0.13769078024742343,-0.4584157541016398,-0.3626812003597793,-1.5940865040956558,0.30204466747875935,-0.7990618617522868,-1.689502399596661,1.8612758174903568,0.7892874580811441,-0.8127521075878136,0.4597052277487817,-0.06311962285996578,-0.21949101453081837,0.04158876593472394,-0.11190847184150388,0.16625877596141614,0.7307543668782568,-0.1384620340146545,0.36630254592903483,0.7744945165676334,0.37257837029756463,0.39491960996992465,0.5781452067827367,-0.10954592256346683,0.2947699099748887,-0.4814853280619503,2.693212973834263,-2.967034661060987,1.2955971658810341,-0.5103051904907394,0.5621884353801307,-0.245487440079022,1.3500169328566638,0.6494392122322132,1.3731466360468545,1.4690816587748672,-1.5127558434675181,-0.641495045048078,0.7001760791572791
1.0,0.8381619766209412,-0.3728957544373163,-0.23205873025668286,-1.7624847015053602,0.7077538996957048,-0.8272467499010547,-1.16957960904578,1.5039772953129422,1.198118104832472,0.21079935276312067,-0.07740437723330519,-0.31254704261273814,-1.4772476611779022,0.5932124075301313,0.17668400218235228,0.08653371529283144,0.6572230624520695,-0.2639184243829825,0.3084768009101717,0.4361312706896276,-0.07860618368350186,0.1917360798898419,0.40899996192816257,-0.16424047129760094,-0.04891783014114035,-1.247405420644439,2.0613661681358075,-2.65073697440047,-0.3715306343322319,-0.8277745293067286,1.0644457958115334,0.1491940639714292,0.9675309303336677,-0.1743830794545375,-0.24654662459179413,1.8019424267714095,0.317037440422397,0.25256252103246185,-0.10838911696140242
1.0,-0.5939124692982508,-0.8575090858684818,0.5516760903618962,0.2943789954274596,0.3889823600966759,0.5256278812398216,0.0,-0.6270531762452122,-0.45355770804289286,1.2343508131140548,1.372696225547335,0.5092853386338358,-0.17483535608386103,-0.23102147399847817,-0.733096339396872,-0.47306725994172766,-0.2524326632678829,-0.3335559080254652,-0.4507306839489464,-0.0,-1.0584670373944505,-1.0481767710691277,0.16240185328208345,0.21459226763787745,0.6809618307137894,0.1145082364042618,0.0,-0.18459128410266334,0.3633669523695834,0.0,-0.2439126244019795,0.48014069247235597,0.0,0.6488092026037917,0.0,0.2844048014387946,-0.7740035979640284,-0.5598493257168918,1.5088094936580976
