povertyPercent new_inc_rate,PctEmployed16_Over PctPublicCoverage,PctPublicCoverage PctPublicCoverageAlone,PctPublicCoverageAlone new_inc_rate,PctHS25_Over PctPrivateCoverage,PctEmployed16_Over,povertyPercent,PctUnemployed16_Over,PctBachDeg25_Over,PctPrivateCoverage,PctPublicCoverageAlone,PctPrivateCoverage new_inc_rate,medIncome new_inc_rate,PctBachDeg25_Over new_inc_rate
-0.6934411840007154,0.11804094202101294,0.3756936687925701,-0.6721791625428877,-1.6791502401610823,-0.27095781016226306,-0.8896669744337362,0.04123158962500868,1.1861280880055083,1.0141659424851368,-0.8623883547942207,0.7904805417529579,0.9639279967336419,0.9245145536019964
-0.18329741325261173,-0.139840075375343,0.43233240455575417,0.4542234005066549,-0.6959224649310157,0.21017989672260698,0.2622189929360489,-0.016726872120269267,1.764599027033507,0.5538127693885896,-0.6497964184835301,-0.38712851009976595,-0.06529428985363023,-1.2334973659295565
0.6618443340360187,-0.7329214338093607,0.22053456274851624,-0.5484867650291066,0.04713691770402908,-0.9926643704895681,-0.36042207050707825,-0.24856071910138083,0.5143553846181544,-0.056859807168055713,0.2986906819795506,0.1044118667750099,-0.3576693617604877,-0.944512627962824
-0.010280250110030949,-0.807240925224338,1.0738262468810704,-0.33510549446609345,0.25432577405247236,-0.7039817463586463,0.028728594144876326,1.2293800554032055,-0.7358882577971979,-0.5547928311296285,0.9364664909116219,0.19852725944412195,0.08196228471462508,0.2633305098411628
1.2621072873675585,-0.7022557575653142,0.5495782176453271,-1.0289585572288942,0.05130245247070251,-0.7160101890307674,-0.6873086288147199,-0.8861037982994378,0.32775185589944517,-0.25415402420943356,0.5603422959004001,0.46670394146177374,-0.45020794714330464,-0.6018519023866975
-0.22946076181876746,-1.0625091513143428,0.13313402571177874,0.16978741957377416,0.25459812615625527,-1.2091763385877594,-0.20476180464629654,1.4612139023843174,-0.25071908312855373,-0.40447342766953104,0.15151164914907225,-0.45326217459754825,0.49412191331118377,-0.28096153927026524
0.2062157771473015,-0.3642163388313794,1.984027623780716,0.32495475904138443,0.9944916006066332,-0.282986252834385,0.9782562158956445,0.30204466747875935,-0.25071908312855373,-1.3909445128764197,1.541535848103587,-0.29321020304376344,-0.1613559194496016,-0.05285142044886217
-0.11190847184150388,-2.967034661060987,1.4690816587748672,-0.641495045048078,0.36630254592903483,-1.5940865040956558,0.13769078024742343,0.30204466747875935,-0.3626812003597793,-0.7990618617522868,0.7892874580811441,0.6494392122322132,0.4597052277487817,0.2947699099748887
0.17668400218235228,-2.65073697440047,1.8019424267714095,0.25256252103246185,0.3084768009101717,-1.7624847015053602,0.8381619766209412,0.7077538996957048,-0.23205873025668286,-0.8272467499010547,1.198118104832472,-0.1743830794545375,-0.07740437723330519,-0.04891783014114035
-0.733096339396872,-0.18459128410266334,0.2844048014387946,-0.5598493257168918,-0.4507306839489464,0.2943789954274596,-0.5939124692982508,0.3889823600966759,0.5516760903618962,0.5256278812398216,-0.45355770804289286,0.6488092026037917,1.372696225547335,0.6809618307137894
0.45868328455357893,0.0362967863169212,-0.10738561892060379,0.11128439749010327,-0.6828729692083555,0.05381014198502455,-0.6561765756425636,-0.5673322587004092,2.4177113775489896,0.2719638879009072,-0.15919964238193668,-0.1901093303432725,-0.4479699331226275,-1.6900386830644956
